Name	Id	Type
MaleG12a	5624	swap
MaleG13a	5626	swap
MaleG13b	5627	swap
MaleG14a	5628	swap
MaleG15a	5630	swap
MaleG16a	5632	swap
MaleG16b	5633	swap
MaleG17a	5634	swap
MaleG18a	5636	swap
MaleG19a	5638	swap
MaleG20a	5640	swap
MaleG21b	5642	swap
MaleG22a	5644	swap
MaleG23b	5646	swap
MaleG24b	5648	swap
MaleG25b	5650	swap
MaleG26a	5652	swap
MaleG27a	5654	swap
MaleG28b	5656	swap
MaleG29a	5658	swap
MaleG30a	5660	swap
MaleG31a	5662	swap
MaleG32a	5664	swap
MaleG32b	5665	swap
MaleG33a	5666	swap
MaleG33b	5667	swap
MaleG34a	5668	lock
MaleG35a	5670	lock
MaleG36a	5672	swap
MaleG37a	5674	swap
MaleG38a	5676	swap
MaleG39a	5678	swap
MaleG40a	5680	swap
MaleG41a	5682	swap
MaleG42a	5684	swap
MaleG42b	5685	swap
MaleG43a	5686	swap
MaleG44b	5688	swap
MaleH01a	5702	swap
MaleH02a	5704	swap
MaleH03a	5706	swap
MaleH04a	5708	swap
MaleH04b	5709	swap
MaleH05b	5710	swap
MaleH06a	5712	swap
MaleH07a	5714	swap
MaleH08a	5716	swap
MaleH09a	5718	swap
MaleH10a	5720	swap
MaleH11a	5722	swap
MaleH12a	5724	swap
MaleH13a	5726	swap
MaleH13b	5727	swap
MaleH14a	5728	swap
MaleH14b	5729	swap
MaleH15a	5730	swap
MaleH16a	5732	swap
MaleH17a	5734	swap
MaleH18a	5736	swap
MaleH19a	5738	swap
MaleH20a	5740	swap
MaleH21c	5742	swap
MaleH22a	5744	swap
MaleH23a	5746	swap
MaleH24a	5748	swap
MaleH25a	5750	swap
MaleH26a	5752	swap
MaleH27b	5754	swap
MaleH28a	5756	swap
MaleH29a	5758	swap
MaleH30a	5760	swap
MaleH30b	5761	swap
MaleH31a	5762	swap
MaleH31b	5763	swap
MaleH32a	5764	swap
MaleH33a	5766	swap
MaleH34a	5768	lock
MaleH35a	5770	lock
MaleH36a	5772	swap
MaleH37a	5774	swap
MaleH38b	5776	swap
MaleH39b	5778	swap
MaleH40a	5780	swap
MaleH41b	5782	swap
MaleH42a	5784	swap
MaleH42b	5785	swap
MaleH43a	5786	swap
MaleH44b	5788	swap
quest	20001	swap
01_01	30101	swap
01_02	30102	swap
02_01	30201	swap
02_02	30202	swap
03_01	30301	swap
03_02	30302	swap
03_03	30303	swap
03_04	30304	swap
04_01	30401	swap
04_02	30402	swap
04_03	30403	swap
04_04	30404	swap
05_01	30501	swap
05_02	30502	swap
05_03	30503	swap
05_04	30504	swap
06_01	30601	swap
06_02	30602	swap
06_03	30603	swap
06_04	30604	swap
07_01	30701	swap
07_02	30702	swap
07_03	30703	swap
07_04	30704	swap
08_01	30801	swap
08_02	30802	swap
08_03	30803	swap
08_04	30804	swap
09_01	30901	swap
09_02	30902	swap
09_03	30903	swap
10_01	31001	swap
10_02	31002	swap
10_03	31003	swap
11_01	31101	swap
11_02	31102	swap
11_03	31103	swap
12_01	31201	swap
12_02	31202	swap
12_03	31203	swap
12_04	31204	swap
12_05	31205	swap
13_01	31301	swap
13_02	31302	swap
13_03	31303	swap
13_04	31304	swap
13_05	31305	swap
14_01	31401	swap
14_02	31402	swap
14_03	31403	swap
14_04	31404	swap
14_05	31405	swap
15_01	31501	swap
15_02	31502	swap
15_03	31503	swap
16_01	31601	swap
16_02	31602	swap
16_03	31603	swap
17_01	31701	swap
17_02	31702	swap
17_03	31703	swap
18_01	31801	swap
18_02	31802	swap
18_03	31803	swap
19_01	31901	swap
19_02	31902	swap
19_03	31903	swap
20_01	32001	swap
20_02	32002	swap
20_03	32003	swap
20_04	32004	swap
21_01	32101	swap
21_02	32102	swap
21_03	32103	swap
21_04	32104	swap
22_01	32201	swap
22_02	32202	swap
22_03	32203	swap
22_04	32204	swap
23_01	32301	swap
23_02	32302	swap
23_03	32303	swap
23_04	32304	swap
24_01	32401	swap
24_02	32402	swap
24_03	32403	swap
24_04	32404	swap
25_01	32501	swap
25_02	32502	swap
25_03	32503	swap
25_04	32504	swap
26_01	32601	swap
26_02	32602	swap
26_03	32603	swap
26_04	32604	swap
27_01	32701	swap
27_02	32702	swap
27_03	32703	swap
27_04	32704	swap
28_01	32801	swap
28_02	32802	swap
28_03	32803	swap
28_04	32804	swap
29_01	32901	swap
29_02	32902	swap
29_03	32903	swap
29_04	32904	swap
30_01	33001	swap
30_02	33002	swap
30_03	33003	swap
30_04	33004	swap
31_01	33101	swap
31_02	33102	swap
31_03	33103	swap
31_04	33104	swap
32_01	33201	swap
32_02	33202	swap
32_03	33203	swap
32_04	33204	swap
33_01	33301	swap
33_02	33302	swap
33_03	33303	swap
33_04	33304	swap
34_01	33401	swap
34_02	33402	swap
34_03	33403	swap
34_04	33404	swap
35_01	33501	swap
35_02	33502	swap
35_03	33503	swap
35_04	33504	swap
36_01	33601	swap
36_02	33602	swap
36_03	33603	swap
36_04	33604	swap
37_01	33701	swap
37_02	33702	swap
37_03	33703	swap
37_04	33704	swap
38_01	33801	swap
38_02	33802	swap
38_03	33803	swap
38_04	33804	swap
39_01	33901	swap
39_02	33902	swap
39_03	33903	swap
39_04	33904	swap
40_01	34001	swap
40_02	34002	swap
40_03	34003	swap
40_04	34004	swap
41_01	34101	swap
41_02	34102	swap
41_03	34103	swap
42_01	34201	swap
42_02	34202	swap
42_03	34203	swap
43_01	34301	swap
43_02	34302	swap
43_03	34303	swap
44_01	34401	swap
44_02	34402	swap
44_03	34403	swap
45_01	34501	swap
45_02	34502	swap
45_03	34503	swap
46_01	34601	swap
46_02	34602	swap
46_03	34603	swap
47_01	34701	swap
47_02	34702	swap
47_03	34703	swap
48_01	34801	swap
48_02	34802	swap
48_03	34803	swap
49_01	34901	swap
49_02	34902	swap
49_03	34903	swap
50_01	35001	swap
50_02	35002	swap
50_03	35003	swap
51_01	35101	swap
51_02	35102	swap
51_03	35103	swap
52_01	35201	swap
52_02	35202	swap
52_03	35203	swap
53_01	35301	swap
53_02	35302	swap
53_03	35303	swap
54_01	35401	swap
54_02	35402	swap
54_03	35403	swap
55_01	35501	swap
55_02	35502	swap
55_03	35503	swap
56_01	35601	swap
56_02	35602	swap
56_03	35603	swap
57_01	35701	swap
57_02	35702	swap
57_03	35703	swap
58_01	35801	swap
58_02	35802	swap
58_03	35803	swap
59_01	35901	swap
60_01	36001	swap
61_01	36101	swap
62_01	36201	swap
63_01	36301	swap
64_01	36401	swap
65_01	36501	swap
